Date,Close
2022-01-03,323.8983459472656
2022-01-04,318.3444519042969
2022-01-05,306.1238708496094
2022-01-06,303.7049255371094
2022-01-07,303.8597717285156
2022-01-10,304.0822448730469
2022-01-11,304.7693176269531
2022-01-12,307.9526062011719
2022-01-13,294.9192199707031
2022-01-14,300.14422607421875
2022-01-17,300.14422607421875
2022-01-18,292.8389892578125
2022-01-19,293.4969482421875
2022-01-20,291.8230285644531
2022-01-21,286.43359375
2022-01-24,286.7625427246094
2022-01-25,279.13800048828125
2022-01-26,287.0915222167969
2022-01-27,290.1199951171875
2022-01-28,298.2671203613281
2022-01-31,300.8989562988281
2022-02-01,298.7509765625
2022-02-02,303.29852294921875
2022-02-03,291.4844055175781
2022-02-04,296.0223083496094
2022-02-07,291.19415283203125
2022-02-08,294.68701171875
2022-02-09,301.1214599609375
2022-02-10,292.5777893066406
2022-02-11,285.4757080078125
2022-02-14,285.4369201660156
2022-02-15,290.72967529296875
2022-02-16,290.39031982421875
2022-02-17,281.8870849609375
2022-02-18,279.1722412109375
2022-02-21,279.1722412109375
2022-02-22,278.9686279296875
2022-02-23,271.74517822265625
2022-02-24,285.629638671875
2022-02-25,288.2669372558594
2022-02-28,289.701904296875
2022-03-01,285.9786682128906
2022-03-02,291.0592956542969
2022-03-03,286.919189453125
2022-03-04,281.04345703125
2022-03-07,270.4265441894531
2022-03-08,267.45965576171875
2022-03-09,279.7248840332031
2022-03-10,276.90338134765625
2022-03-11,271.5512390136719
2022-03-14,268.0317077636719
2022-03-15,278.4159240722656
2022-03-16,285.43572998046875
2022-03-17,286.2405090332031
2022-03-18,291.2919921875
2022-03-21,290.0606384277344
2022-03-22,294.8116149902344
2022-03-23,290.3805847167969
2022-03-24,294.850341796875
2022-03-25,294.443115234375
2022-03-28,301.2496337890625
2022-03-29,305.8163146972656
2022-03-30,304.31353759765625
2022-03-31,298.9323425292969
2022-04-01,300.0085754394531
2022-04-04,305.3897399902344
2022-04-05,301.4241638183594
2022-04-06,290.39031982421875
2022-04-07,292.203369140625
2022-04-08,287.9372863769531
2022-04-11,276.58343505859375
2022-04-12,273.480712890625
2022-04-13,278.87164306640625
2022-04-14,271.3186340332031
2022-04-15,271.3186340332031
2022-04-18,271.9875793457031
2022-04-19,276.6222229003906
2022-04-20,277.64996337890625
2022-04-21,272.2688293457031
2022-04-22,265.69500732421875
2022-04-25,272.1814880371094
2022-04-26,262.00091552734375
2022-04-27,274.60546875
2022-04-28,280.8205261230469
2022-04-29,269.0788269042969
2022-05-02,275.8174133300781
2022-05-03,273.2093505859375
2022-05-04,281.1598205566406
2022-05-05,268.91400146484375
2022-05-06,266.3737487792969
2022-05-09,256.53240966796875
2022-05-10,261.30279541015625
2022-05-11,252.625
2022-05-12,247.58319091796875
2022-05-13,253.17764282226562
2022-05-16,253.54608154296875
2022-05-17,258.7042541503906
2022-05-18,246.92556762695312
2022-05-19,246.0120849609375
2022-05-20,245.44837951660156
2022-05-23,253.31056213378906
2022-05-24,252.3095703125
2022-05-25,255.12786865234375
2022-05-26,258.4127197265625
2022-05-27,265.5460205078125
2022-05-30,265.5460205078125
2022-05-31,264.21466064453125
2022-06-01,264.7491455078125
2022-06-02,266.848388671875
2022-06-03,262.416748046875
2022-06-06,261.1825256347656
2022-06-07,264.826904296875
2022-06-08,262.7958068847656
2022-06-09,257.333984375
2022-06-10,245.86627197265625
2022-06-13,235.4384002685547
2022-06-14,237.60562133789062
2022-06-15,244.67091369628906
2022-06-16,238.07211303710938
2022-06-17,240.67662048339844
2022-06-20,240.67662048339844
2022-06-21,246.5951690673828
2022-06-22,246.0023193359375
2022-06-23,251.57098388671875
2022-06-24,260.1620788574219
2022-06-27,257.43121337890625
2022-06-28,249.2580108642578
2022-06-29,252.9315948486328
2022-06-30,249.59815979003906
2022-07-01,252.2706756591797
2022-07-04,252.2706756591797
2022-07-05,255.44863891601562
2022-07-06,258.7139892578125
2022-07-07,260.8423156738281
2022-07-08,260.1231689453125
2022-07-11,257.0619201660156
2022-07-12,246.52713012695312
2022-07-13,245.60385131835938
2022-07-14,246.92556762695312
2022-07-15,249.4912567138672
2022-07-18,247.09080505371094
2022-07-19,252.2221221923828
2022-07-20,254.88487243652344
2022-07-21,257.3825988769531
2022-07-22,253.0287322998047
2022-07-25,251.5418243408203
