Date,Close
2025-01-02,443.794913447849
2025-01-03,435.7963710537661
2025-01-06,431.56043928026105
2025-01-07,442.1863386654727
2025-01-08,440.97453056776595
2025-01-09,438.6989601527013
2025-01-10,436.0318902391015
2025-01-13,437.1674998267558
2025-01-14,445.23807414174104
2025-01-15,442.30313549425887
2025-01-16,442.4777716917275
2025-01-17,440.1270777544797
2025-01-20,439.33317058198907
2025-01-21,439.61128936376343
2025-01-22,442.06076575052174
2025-01-23,435.5933023278675
2025-01-24,407.4589571178227
2025-01-27,416.10951610592116
2025-01-28,413.301831837306
2025-01-29,415.639297305997
2025-01-30,416.61494044943726
2025-01-31,412.5019320606806
2025-02-03,414.41237270835074
2025-02-04,412.1303836450474
2025-02-05,408.57377048758343
2025-02-06,410.6411520191439
2025-02-07,411.51530692744007
2025-02-10,406.3131377170368
2025-02-11,408.99419567730484
2025-02-12,414.0150164603547
2025-02-13,412.0920973804681
2025-02-14,410.0440342272064
2025-02-17,421.50505450332895
2025-02-18,432.6345874424416
2025-02-19,437.1406537249797
2025-02-20,442.34492395616104
2025-02-21,437.0204197517928
2025-02-24,438.19571777386625
2025-02-25,444.77368090190566
2025-02-26,443.02859280328886
2025-02-27,445.81137469730663
2025-02-28,455.12616483536925
2025-03-03,452.24130522016446
2025-03-04,457.78494102811
2025-03-05,456.35077934204537
2025-03-06,461.54707632337255
2025-03-07,465.8002302520989
2025-03-10,467.33322071771727
2025-03-11,469.649217255607
2025-03-12,468.00974403320765
2025-03-13,467.1765418040559
2025-03-14,466.5100698643636
2025-03-17,465.4308945755728
2025-03-18,460.4787880809719
2025-03-19,460.36175046073026
2025-03-20,464.6178235005572
2025-03-21,461.742481922876
2025-03-24,456.2333266617002
2025-03-25,447.3992417146036
2025-03-26,455.151465287158
