Date,Close
2025-01-02,250.39415634761465
2025-01-03,250.20659782331637
2025-01-06,248.2202704931823
2025-01-07,251.70523281884715
2025-01-08,253.59878729473118
2025-01-09,257.2807698621362
2025-01-10,259.6100073631684
2025-01-13,257.7973822184679
2025-01-14,258.96866891896883
2025-01-15,256.6540328344711
2025-01-16,255.6922240134954
2025-01-17,253.95039662317578
2025-01-20,253.45620992792382
2025-01-21,254.2558834615796
2025-01-22,254.70326510807428
2025-01-23,254.706525797321
2025-01-24,254.83163503622427
2025-01-27,254.7776682123768
2025-01-28,252.11525069381133
2025-01-29,252.59890153839186
2025-01-30,251.89555672709554
2025-01-31,249.41864029469062
2025-02-03,249.4633485758099
2025-02-04,248.94872191693315
2025-02-05,247.01913812902856
2025-02-06,247.1852075509759
2025-02-07,249.2048938190411
2025-02-10,250.82696821617964
2025-02-11,250.61187872777933
2025-02-12,250.18458733062127
2025-02-13,248.2406644420616
2025-02-14,247.7920575887493
2025-02-17,248.01468076348706
2025-02-18,248.58070259222808
2025-02-19,248.09336629740784
2025-02-20,247.0967216567748
2025-02-21,244.05817037167168
2025-02-24,244.59186697017566
2025-02-25,245.30107403571208
2025-02-26,245.28710020926624
2025-02-27,246.6801822376141
2025-02-28,247.41701455357605
2025-03-03,245.24027134894584
2025-03-04,245.69350278202776
2025-03-05,246.88999275191745
2025-03-06,248.07023183897704
2025-03-07,250.34168057986062
2025-03-10,252.09187447850067
2025-03-11,248.0394253732228
2025-03-12,247.40794380898868
2025-03-13,246.98604416483332
2025-03-14,246.2635751226154
2025-03-17,246.58260329578957
2025-03-18,244.89129177743834
2025-03-19,244.37663949496567
2025-03-20,246.1839305258495
2025-03-21,245.25374825053152
2025-03-24,245.50114549166977
2025-03-25,245.54157540926266
2025-03-26,246.3306228926766
